"targetItemId","targetTier","staticCandidateRecipeId","directMissingDependency","dependencyKind","fullDependencyChain","slotIndex","alternativeIndex","occurrence","hasOtherValidRoute","sourceJar","sourceRecipePath","suggestedAction","status"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/whole_wheat_dough","#c:flours/wheat","TAG","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> #c:flours/wheat","1","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/whole_wheat_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/whole_wheat_dough","#c:flours/wheat","TAG","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> #c:flours/wheat","2","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/whole_wheat_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/whole_wheat_dough","#c:flours/wheat","TAG","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> #c:flours/wheat","3","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/whole_wheat_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/whole_wheat_dough","#c:salt","TAG","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> #c:salt","5","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/whole_wheat_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/whole_wheat_dough","bakeries:bottle_yeast","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> bakeries:bottle_yeast","4","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/whole_wheat_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","0","0","4","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:blender/sweet_dough","#c:butter","TAG","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:butter","8","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/blender/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:blender/sweet_dough","#c:salt","TAG","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:salt","7","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/blender/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:blender/sweet_dough","bakeries:bottle_yeast","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:bottle_yeast","6","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/blender/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:compat/create/sweet_dough","#c:butter","TAG","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:butter","8","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/compat/create/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:compat/create/sweet_dough","#c:salt","TAG","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:salt","7","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/compat/create/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:compat/create/sweet_dough","bakeries:bottle_yeast","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:bottle_yeast","6","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/compat/create/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","0","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","1","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","2","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","3","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","4","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","5","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","6","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","7","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","8","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:flour_sieve/flour","#c:flours/wheat","TAG","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> #c:flours/wheat","0","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_sieve/flour.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:integration/create/milling/flour","create:wheat_flour","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> create:wheat_flour","0","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/milling/flour.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:integration/create/mixing/sweet_dough","#c:butter","TAG","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:butter","8","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:integration/create/mixing/sweet_dough","#c:salt","TAG","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:salt","7","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel","T2","bakeries:integration/create/mixing/sweet_dough","bakeries:bottle_yeast","ITEM","bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:bottle_yeast","6","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
